code,loc,dates,user,environment,transports,securite,sante,sp_loisirs,culture,enseignement,commerces,qualite_de_vie,comm_positif,comm_negatif,agree,disagree,average
75005,PARIS 5E ARRONDISSEMENT,NA,Native05,9,5,9,5,7,7,8,8,9,"Quartier très tranquille et à peu près propre,  et fréquenté par des gens la plupart du temps agréables ,  des familles.","quartier devenu extrêmement cher pour les anciens habitants.  Le prix du m2 n'est accessible qu'à des gens ayant de gros moyens,  ce qui a été compris par les commerçants qui ont mis leurs prix aux niveaux des nouveaux résidents.",11,1,7.4
75005,PARIS 5E ARRONDISSEMENT,NA,Pamcam,6,7,5,5,5,9,5,1,7,Quartier agréable.,Je viens de faire la très mauvaise expérience d'une arnaque sur le marché installé au coin des boulevards St Germain et St Michel. Un stand de fromages m'a facturé 83 euros pour moins d'un kilo de tomme de vache. Il semblerait que les organisateurs ne vérifient pas les identités des entreprises ni le respect de la procédure de mise en vente de la marchandise. Marché à fuir !,3,19,5.6
75005,PARIS 5E ARRONDISSEMENT,NA,Pascal,8,8,9,9,9,10,10,8,10,"Au cœur de Paris. Paris au cœur.
Le niveau éducatif y est exceptionnel. Aussi bien dans l'enseignement public que privé.
Habitants sympas.","La saleté et le bruit comme partout ailleurs à Paris.
Le prix à payer pour y être propriétaire est délirant. Etre millionnaire ne suffit plus. Est-ce bien raisonnable ?",17,2,9
75005,PARIS 5E ARRONDISSEMENT,NA,Eliza,10,8,9,9,6,9,10,9,10,"On peut tout faire à pied dans le 5ème arrondissement sauf peut-être des séances de boxe Thai. Il est délimité par le jardin des Plantes à l'est et le jardin du Luxembourg à l'ouest,  de la verdure et de l'architecture haussmannienne...
Beaucoup de restaurants,  bistrots,  bars avec très bon rapport qualité-prix. Et malgré la vie nocturne active,  il demeure l'un des arrondissements les plus calmes de Paris,  il n'y a pas de grand axe traversant Paris d'est-ouest ou nord-sud. Dans certains quartiers on se croirait parfois dans les villes du sud de par la verdure,  le calme et les bâtiments de moins de 3 étages.
Niveau enseignement,  des lycées les plus prestigieux à La Sorbonne,  l'ENS,  Pierre et Marie Curie.","Etre en plein coeur de Paris signifie souvent faire ses courses dans de petites supérettes avec prix exorbitants pour des choses simples.
Pas vraiment de grande salle de sport.
Ligne 7 de plus en plus pénible.",6,1,8.9
75005,PARIS 5E ARRONDISSEMENT,NA,Cloe,7,9,9,10,9,9,10,10,9,Vie de quartier avec des commerces de proximité. Un quartier familial très bien situé qui offre la possibilité de se déplacer principalement à pied d'un quartier à un autre !,Un quartier pas suffisamment  accessible aux personnes à mobilité réduite aussi bien en terme de logement que de déplacements.,4,1,9.1
75005,PARIS 5E ARRONDISSEMENT,NA,Justdo,2,8,0,7,7,6,7,9,3,Commerce transport. En dehors de ça franchement plus en sécurité dans le quartier.,"Délinquance vol, cambriolage, dégradation de véhicule, rue pas lavée et de plus en plus de trafic en tout genre. Le 5eme est de moins en moins un quartier agréable et rien n'est fait pour changer la chose. Hâte de le quitter.",4,28,5.4
75005,PARIS 5E ARRONDISSEMENT,NA,RCMA,8,8,9,9,9,10,10,10,10,"Le meilleur arrondissement où vivre à Paris.
Quartier chargé d'histoire,  très belle architecture,  beaux parcs et monuments (Jardin des Plantes,  Panthéon,  Arènes de Lutèce,  Collège de France,  la Grande Mosquée..)
Une offre éducative des plus exigeantes et variée (excellents collèges,  lycées,  viviers d'université),  le quartier latin qui a gardé une âme étudiante et antique forte.
Un fort choix de commerces de bouche de qualité (Mouffetard,  Geoffroy Saint Hilaire,  Maubert,  Monge...),  des marchés authentiques.
Des restaurants qui ont gardé une âme Parisienne et non trop branchés,  mélangés aux derniers fleurons de la cuisine moderne et/ou française (Alliance,  Solstice,  Sola,  l'Agrume,  la Tour d'Argent..). De la street food pour les amateurs vers Jussieu ou Saint Michel.
Des bars étudiants place de la Contrescarpe pour boire pas cher.
Beaucoup de cinémas d'art et d'essai à la programmation pointue vers la Rue des Ecoles
Le Muséum d'Histoire Naturelle pour la culture scientifique.
Médecins disponibles (centres de santé..)
Salle de sport,  piscines.
Des magasins ""classiques"" vers Saint Michel,  qui flirtent avec des magasins de niches tout au long de l'arrondissement (jolis magasins de jeux,  jouets,  cavistes,  bijoutiers..)
Un grand nombre de librairies bien achalandées avec des libraires qui connaissent leur métier,  ou de beaux livres d'occasion.
Lignes 5,  7,  10,  RER C,  nombreux bus.
J'y vis depuis 14 ans et ne partirai sous aucun prétexte.. sauf si je n'arrive plus à m'y loger! Il y a une vraie vie de quartier,  les habitants sont adorables,  le sud de l'arrondissement est assez épargné par les touristes. Il y fait bon vivre.","Prix à l'achat prohibitifs,  mais la qualité se paie.
""Trou"" de métro au niveau du centre de l'arrondissement (place de l'Estrapade..),  compensé par les bus.
De plus en plus de mendicité,  encombrants dans la rue,  déchets... Mais c'est partout à Paris. La Mairie ne prend pas soin de ses quartiers.
Pas de parc à chiens.",13,0,9.2
75005,PARIS 5E ARRONDISSEMENT,NA,Farfalle,8,10,9,10,8,10,10,9,9,"Ayant toujours vécu à Paris rive gauche dans le 15ème et depuis 2 ans dans le 5ème,  je trouve que cet arrondissement offre un bon compromis entre calme et vie de quartier. On ne s'ennuie pas,  on est proche de tout et le jardin des plantes permet un coin de verdure appréciable,  notamment lors des limites de déplacements en confinement. L'architecture y est très belle !
Point (très) positif : je ne me suis jamais faite embêter alors que ça m'est souvent arrivé dans d'autres arrondissements !",Des points négatifs plutôt communs à tout Paris : c'est beaucoup trop cher et très pollué ! Difficile de louer de grands espaces et encore plus d'acheter.,8,1,9.2
75005,PARIS 5E ARRONDISSEMENT,NA,Cemoi,8,10,8,10,7,10,8,9,9,"Quartier sublime,  historique et animé surtout vers Saint-Michel. Un peu l'impression d'être au ""centre du monde"". Les meilleurs lycées de France.   On a tout sous la main,  même tard le soir.","Les prix délirants de l'immobilier. Impossible d'y vivre avec une famille à moins de gagner plus de 8 ou 9 000 €/mois ou d'avoir hérité... tout ça pour des appartements souvent petits et ""mal foutus"" dans des immeubles sans ascenseurs ni commodités.",12,1,8.8
75005,PARIS 5E ARRONDISSEMENT,NA,AntoninK,7,10,8,10,7,8,9,9,9,"La mixité entre les jeunes (dû à la présence importante d'écoles) et les personnes plus âgées,  propriétaires des beaux logements.
La mixité politique : ni trop conservateur mais pas non plus trop de gauche.
Les transports,  le charme du quartier,  la présence de nombreux commerces de proximité...","Les bars bruyants sont très présents,  ce qui peut être sympa pour sortir mais si vous souhaitez habiter dans le quartier il est préférable de prendre un appartement sur cour.",5,2,8.6
75005,PARIS 5E ARRONDISSEMENT,NA,zarty,7,9,8,10,9,10,10,10,9,"Meilleurs lycées,  facs,  prépas de France
On trouve tout ce qu'on veut
Pas mal d'espaces de verdure,  beaucoup de rues avec très peu de circulation
Impossible d'avoir plus de possibilités de transports,  de moyens de déplacement.
Beaucoup de lieux emblématiques de Paris,  beaucoup d'endroits culturels
Quartier globalement très calme,  dans tous les bons sens du terme.","Passé minuit,  une partie des quais n'est plus 100% sécurisée...",4,1,9.1
75005,PARIS 5E ARRONDISSEMENT,NA,Doo,8,10,9,10,8,9,10,9,9,"Qualité de vie, espaces verts (jardin des plantes par exemple), écoles d'excellent niveau, petits commerces, vie de village, proche du centre et de la Seine, etc.",Les points négatifs de Paris: un peu bruyant et pollué.,8,1,9.1
75005,PARIS 5E ARRONDISSEMENT,NA,schneider25,7,8,8,8,6,7,9,8,8,"beaucoup de petits commerçants locaux, surtout dans la Rue Mouffetard et la rue Monge, deux axes fondamentaux du quartier. Arrondissement très safe et calme. Pas mal de verdure pour Paris (jardin des plantes, arènes de Lutèce, squares et autres petits parcs...) le quartier le plus universitaire de Paris (Sorbonne, Sorbonne Nouvelle, Panthéon, Collège de France...) quartier vivant ! Beaucoup de petits cinémas de quartier, de théâtre et de bibliothèques.
Le coût de la vie n'est pas excessivement élevé pour Paris, c'est le bon compromis ! Pas trop populaire mais pas trop riche, pas trop touristique mais pas mort...","Rue Mouffetard parfois remplie de gens bourrés et de débauche le weekend assez tard, aussi du coin de la Fontaine St Michel et sur les quais de scène face à Notre Dame (là où le tourisme grouille en été)
Pas beaucoup d'installations sportives, pas de vraies salles de muscu, peu de clubs de sports et de musique...",7,0,7.7
75005,PARIS 5E ARRONDISSEMENT,NA,antoine75005,6,8,9,8,8,10,10,9,8,"Très bel arrondissement de la rive gauche. J'y habite depuis 3 ans après avoir été dans le 13eme quelques années.
C'est un arrondissement qui détient un riche patrimoine et une architecture en harmonie.
- Culture et activités : musées, activités sportives...
- Environnement : proximité quai de Seine, Jardin des Plantes par exemple
- Enseignement : de nombreux établissements scolaires d'excellence. Bon peut être un peu trop surfait.
- Commerce : Rue Mouffetard, Boulevard Saint Marcel, Avenue des Gobelins, Boulevard Saint Michel...
- Transports : Metro 5,7,10 et RER B et C
- Sécurité : on se sent en sécurité même si la nuit est tombée. Peu de délinquance","- Nuisances sonores. .. les éboueurs qui passent très tôt même le week-end que ce soit pour les ordures ménagères ou le verre.
- Prix de l'immobilier ! C'est de la folie. .. mais ça reste de Paris.
- Mentalité très individualiste et population très guindée. D'un côté on remarque les étudiants fêtards et de l'autre une population plutôt âgée très embourgeoisée.",6,0,8.4
75005,PARIS 5E ARRONDISSEMENT,NA,Patriarches05,6,10,7,9,3,2,10,9,5,"Le quartier latin est un quartier vraiment agréable. Les petits commerces sont d'époques, la musique et les couples qui dansent le dimanche en bas de la rue Mouffetard nous projettent cent ans en arrière quand le dimanche était un jour festif... Il y a les transports qui sont nombreux et surtout une grande quantité d'écoles et de médecins.","LE BRUIT avant tout. J'y ai vécu un an et demi et je suis partie le coeur lourd par manque de sommeil! Ce n'était plus vivable! Quartier Censier proche de rue Mouffetard soyez sûrs d'entendre les fêtards jusqu'à 2-3h mais il reste jusqu'ici facile de s'endormir... puis ensuite les « veilles tard » qui vont « s'amuser » à crier, jeter des pétards (souvent) vers 4h, ensuite arrive CHAQUE JOUR les éboueurs à 6h45 et font bien sûr un bazar monstrueux, crient entre eux... puis le verre à 7h20 et pour finir si vous êtes à Censier alors vous avez le droit à toutes les livraisons magasins de 7h45-8h pour les premières qui se garent et déchargent les camions avant de les mettre sur des diables pour emprunter les rues piétonnes de Mouffetard.
Pour finir, les cafards et les rats... mais ça reste Paris et tout est pris en charge rapidement si invasion, contrairement à d'autres arrondissements.",6,3,6.8
75005,PARIS 5E ARRONDISSEMENT,NA,DK-SoW_15,8,6,10,9,9,10,10,10,9,"- Quartier Latin (monuments historiques)
- Bars et Restaurants
- Rues piétonnes
- Sécurité
- Situation géographique
- Enseignement
- Parcs et jardins, notamment Jardin des Plantes et Arènes de Lutèce.","- Cherté de la vie : alimentation et logement.
- Habitants parfois un peu guindés.
- Peu desservi en métro dans l'ouest de l'arrondissement.",8,1,9
75005,PARIS 5E ARRONDISSEMENT,NA,NicolasDu5,7,9,8,9,9,9,10,9,8,"Les meilleurs écoles du pays. Des hôpitaux et médecins en quantité. Plusieurs lignes de métro et de bus très stratégiques. Des monuments parmi les plus beaux de Paris, nombre de parcs impressionnants. Le quartier latin offre un charme incroyable à cette partie de Paris. Plutôt calme et bien fréquentée, le 5eme reste populaire dans l'esprit. il n'y a quasiment que de beaux immeubles.","Le prix de l'immobilier devient intenable si l'on est pas fortuné. la qualité de l'air, ( on est à Paris).
Stationnement cher et compliqué.",13,1,8.7
75005,PARIS 5E ARRONDISSEMENT,NA,frank,10,10,10,10,8,9,9,9,9,"Quartiers très animés surtout vers Mouftard et Saint Michel (pub, etc).
Des commerces de proximité, supérettes partout.
Un quartier culturel et une ambiance jeune et universitaire avec les nombreux lycées et universités .
Jardin des Plantes, Luxembourg.
Assez paisible la nuit. 
Population agréable. 
Restaurants très nombreux pour tous les goûts. 
Le meilleur quartier de Paris.",rues piétonnes en fait usées que par les touristes.,13,3,9.3
75005,PARIS 5E ARRONDISSEMENT,NA,dasdas,8,10,9,9,9,10,10,9,10,"Plus bel arrondissement de Paris. On ne s'y ennuie jamais. Quartier très vivant, étudiant, historique. Détient les meilleurs établissements parisiens : la Sorbonne, Henri IV, Louis le Grand. Quelques parcs. Autant d'endroits calmes qu'animés.","Prix de l'immobilier, excessivement cher, mais c'est Paris donc bon. Si c'était possible j'aurais mis 10 partout mais le site l'interdit.",11,5,9.3
75005,PARIS 5E ARRONDISSEMENT,NA,Ourson,7,8,8,8,8,8,8,7,9,"La vie dans le 5e est très agréable. On est en plein centre de Paris et on peut facilement passer d'un coin animé à un coin calme en parcourant quelques dizaines de mètres.
Pour la vie quotidienne, il y a plein de cafés et de restaurants, des commerces variés et de très nombreuses supérettes style Franprix ou Carrefour Market, des librairies des parcs et squares très agréables, etc. Tous les corps médicaux sont représentés et on peut obtenir des rendez-vous sans attendre des semaines comme ailleurs.
Il y a de petites balades sympa à faire dans et autour du jardin des plantes, au bord de la Seine, dans le quartier Mouffetard et la Montagne Sainte Geneviève, aux arènes de Lutèce...
L'offre culturelle est très présente. Entre les étudiants, les touristes et les habitants, le quartier a un caractère cosmopolite très sympa.
Niveau transport, le 5e est très bien desservi, avec 2 lignes de métro (7 et 10) qui le traversent, le RER qui passe en lisière ouest, et de nombreuses lignes de bus.","Il y a certes les inconvénients propres à Paris, en premier lieu la pollution et la saleté dues au non-respect de leur environnement par les habitants, surtout ceux qui promènent leur chien et vivent visiblement comme une grande honte le fait d'être vu en train de ramasser une déjection. Mais bon, c'est bien pire dans d'autres arrondissements.
Les commerces sont nombreux mais il n'y a rien de vraiment excitant, il y a un petit côté un peu ringard sans être vintage. Ce n'est pas là que vous trouverez des fringues avant-gardistes ou des restos branchés.
Niveau culture, certaines disparitions inquiètent quant à son avenir dans le quartier. Je pense en particulier à la fermeture du cinéma la Clef dont la programmation unique manque énormément. Et le théâtre de la vieille grille a fermé définitivement. Le 5e n'est visiblement pas épargné par le syndrôme de l'argent roi.
Se loger dans le 5e est très cher, et on paie vraiment l'emplacement et la qualité de vie car les immeubles eux-mêmes ne cassent pas des briques niveau confort ou élégance.",11,2,7.9
75005,PARIS 5E ARRONDISSEMENT,NA,loulooub,10,9,8,9,9,10,10,6,10,"Il y a tout dans le 5e qui en plus se trouve au coeur de Paris : des super écoles, des places en crèche, plein de squares magnifiques (arènes de Lutèce), deux parcs (Luxembourg qui est en limite de l'arrondissement et Jardin des Plantes), une tonne de commerçants, certains excellents et pas chers, des librairies, des cinémas, plein de médecins, un grand choix de restaurants. Le 5e est relativement peu peuplé avec des équipements parmi les meilleurs de Paris (piscines - celle de la rue de Pontoise est magnifique -, gymnases, bibliothèques municipales, etc). Il y a beaucoup de ruelles pavées, peu de grands axes, c'est dans l'ensemble calme et on respire. C'est un arrondissement qui offre une excellente qualité de vie.","Comme mentionné dans les autres commentaires, c'est vrai, il n'y a pas de supermarché type Lidl mais qui s'en plaindrait? Le 5e est très cher pour se loger, pour tout le monde et en particulier pour les familles qui ont besoin de 4 pièces ou plus, il y a peu de grands appartements. Le côté du 5e vers Saint-Michel - rue de la Harpe est clairement ravagé par le tourisme, en revanche à partir du Panthéon, vers la place Monge et Censier c'est top. Il y a peu d'endroits ""branchés"" mais c'est aussi ce qui fait le charme du quartier. Quand on habite le 5e c'est très facile de se déplacer dans Paris et donc très pratique pour sortir dans des arrondissements plus festifs, mais moins qualitatifs en terme de qualité de vie.",13,2,9
75005,PARIS 5E ARRONDISSEMENT,NA,candy,9,9,9,9,6,9,7,9,10,"Pour tous les gourmets, la rue Mouffetard est un plaisir. L'architecture nous replonge dans le vieux Paris, et ce village est superbe. Et comme tous les joyaux, cela a un prix, celui de la rareté. Quel plaisir de s'y promener à n'importe quelle heure en sécurité!!",Je vais chercher...Ah oui: on aimerait voir la rue Moufffetard piétonne...,6,2,8.6
75005,PARIS 5E ARRONDISSEMENT,NA,Aurorine,8,9,9,8,8,9,9,7,9,"Environnement très beau, bonnes écoles, arrondissement bien géré, vraie vie de quartier (ex Val de Grâce), très commerçant (marchés, brocantes...), on se sent en sécurité.","Évidemment, loyers très élevés, petits commerces alimentaires peuvent être assez chers, certaines rues sont très bruyantes (ex rue Saint-Jacques).",6,8,8.4
75005,PARIS 5E ARRONDISSEMENT,NA,Parisien,8,9,10,9,5,9,10,9,10,"Un quartier super agréable ! La rue Mouffetard, le Panthéon, Jardin des Plantes, Arènes de Lutèce sont sublimes !
Très bien desservi par les lignes 7, 10, et 5 ! Ainsi que les nombreuses lignes de bus !
Enseignement d'excellence. La Sorbonne est la meilleure infrastructure du pays.
Beaucoup de commerces, de squares, et de merveilleux restaurants !
L'un des meilleurs arrondissements en temps printanier !","Très, trop cher. La vie y est bien trop coûteuse.",13,8,8.8
75005,PARIS 5E ARRONDISSEMENT,NA,Manusympa,8,7,7,9,7,8,9,5,8,"Beauté et intérêts du site  (jardin du luxembourg, pantheon, îles de la cite/st louis, place de la sorbonne, odeon, st michel, musées, bistrots, etc). Quartier animé (touristes). Beaucoup de cafés restaurants sympas. Très bien desservi par les transports.",Beaucoup de circulation automobile (comme partout). Petits commerces de proximité chers.,10,3,7.6
75005,PARIS 5E ARRONDISSEMENT,NA,Kika,6,9,8,8,7,10,8,10,10,"Quartier magnifique, central, transports au top jour et nuit (même le bateau!), grandes écoles, c'est un rêve d'habiter là, grands parcs, commerces jours et nuit","Peu de ""vie de quartier"", très touristique, commerces chers, bruyant",10,7,8.4
75005,PARIS 5E ARRONDISSEMENT,NA,Lutece,6,8,8,7,7,9,9,7,8,Ville agréable et vivante. Le village Mouffetard est très animé et nous propose de différentes animations au cours de l'année. Plusieurs choix pour la scolarisation des enfants (petits et grands). Architecture magnifique!,Quartier très cher! Peu de choix concernant les supermarchés. La qualité de l'air à Paris est décevante. Concernant le mauvais temps... sans commentaires!,6,2,7.7
75005,PARIS 5E ARRONDISSEMENT,NA,Charlie,8,10,9,7,6,10,9,9,10,"Espace verts, Jardins des plantes, au calme et au centre de Paris","Il y a des moustiques près du Jardin des plantes, Le prix au mètre carré est assez élevé et circulation assez dense aux heures de pointes",6,6,8.7
75005,PARIS 5E ARRONDISSEMENT,NA,Brinou,6,8,7,8,6,9,8,6,7,"Localisation exceptionnelle au cœur de Paris. 
Il y a le secteur quartier latin où j'ai vécu dans une chambre de bonne pendant 2 ans. Les côtés positifs sont bien sûr le charme et l'animation de ce quartier ! la proximité avec les musées Louvre/Musée des Impressionnistes, Notre Dame, les halles, l'hôtel de Ville... de jolies petites églises à proximité du quartier latin. Et les commerces à chaque coin de rue! Beaucoup de choses à voir et de promenades hyper agréables. Un très bel endroit, et bon à vivre pour ceux qui recherchent une vie dynamique et n'ont pas peur du monde!
L'idéal étant de trouver un logement côté cour (sinon attention aux nuisances sonores).
Emplacement parfait également pour la proximité Bus, métros RER. tout y est à profusion ! 
Il y a aussi le 5ème côté Censier/Monge, plus calme, plus étudiant, avec des bibliothèques, et des squares très sympas. Des marchés, et pour un peu plus d'animation il y à la rue mouffetard
Pour ma part, ayant très bien connu les deux côtés du 5ème arrondissement, je ne peux que recommander pour ceux qui ont les moyens !","Dans le quartier latin (soit Huchette / St Sèverin etc...) rues très commerçantes, avec les bars, beaucoup de passage. Donc le calme est à oublier ! Si vous êtes un bon dormeur toutefois, allez-y, mais à proscrire pour les personnes au sommeil léger.
De plus commerces très cher, il vaut mieux prendre le métro pour aller chercher un peu plus loin de quoi se nourrir. 
Coin cher également au niveau du loyer évidemment, mais ce n'est pas une nouveauté à moins d'avoir un coup de chance.",9,0,7.2
75005,PARIS 5E ARRONDISSEMENT,NA,PPM13,8,10,9,9,7,8,8,10,9,"Commerces, bars, restaurants, écoles, cinémas, universités, métros, bus et gares à proximité, à quelques minutes à pied de ND de Paris et du marais. Quelle vie !",Prix au m² très cher .. mais la qualité a un coût...,10,2,8.7
75005,PARIS 5E ARRONDISSEMENT,NA,Ancien d'la Rue de l'Estrapade,7,9,8,9,5,9,10,8,9,"Quartiers très animés surtout vers Mouftard et Saint Michel (pub, etc)
Des commerces de proximités, superettes partout 
Un quartier culturel et une ambiance jeune et universitaire avec les nombreux lycées et universités 
Jardin des Plantes, Luxembourg
Assez paisible la nuit 
Population agréable 
Restaurants très nombreux pour tous les goûts 
Très bien desservi au niveau des transports 
Le meilleur quartier de Paris","Prix de l'immobilier qui devient réellement rédhibitoire
Des infractions de plus en plus fréquentes
Pollution 
Peu de place pour se garer",7,1,8.2
75005,PARIS 5E ARRONDISSEMENT,NA,anita,1,9,2,8,6,6,8,8,3,quais de seine et ses petites rues/ jardin des plantes/transports/magasins/supermarchés/boutiques sympas/petits restaus( je parle pas en bas de saint michel!)centre mutualité,"aahhh j'y suis née mais je n'y reste pas.
Je préfère préserver mes poumons, trop de pollution, c'est de pire en pire, vous me direz c'est Paris...oui mais bon dans d'autres quartiers on le ressent moins.
Ensuite niveau sécurité, à l'époque de ma tendre adolescence je pouvais me balader sans problèmes le soir, même tard, mais depuis maintenant 10ans, le soir je marche avec les yeux dans le dos au cas où on viendrait m'importuner et me demander de donner mon téléphone gentiment ou autres.J'ai même discuté avec un policier qui m'a dit que le quartier avait vraiment changer et qu'il ne se baladerait pas le soir seul!ils sont débordés...
Il y a aussi le cas du vomi, pipi,caca qui est assez sympa vers rue des écoles. Faites attention où vous marchez. Bref je suis peinée que mon quartier d'enfance qui était si agréable à l'époque est pu se transformer ainsi. En gros le soir, ça craint!",12,41,5.7
75005,PARIS 5E ARRONDISSEMENT,NA,Patrick,1,6,5,5,1,3,4,2,2,Beaucoup de transports,"beaucoup de monde, beaucoup de roms et de pickpockets. insuffisance des emplacements - se garer - pour vélos et scooters depuis 5 ans;
rues piétonnes en fait usées que par les touristes
le 5ème arrt, ne vous en étonnez donc pas, est un désert culturel",8,43,3.2
75005,PARIS 5E ARRONDISSEMENT,NA,loula,9,9,9,8,5,10,9,9,9,"propre, sécurisé et bon réseau de transport en commun (métros, rer, bus...)
beaucoup de jardins et d'espaces verts
bibliothèque et librairies","beaucoup de monde et plutôt cher (loyers, stationnement...)",7,2,8.6
75005,PARIS 5E ARRONDISSEMENT,NA,Villien,8,8,9,10,9,10,10,9,9,"Le 5eme arrondissement est un quartier ou il fait bon vivre.
L'enseignement dès la maternelle y est de qualité, la proximité du parc du Luxembourg et le jardin des plantes offrent des respirations et les petits commerces animent les quartiers.",Le prix de l'immobilier mais qui est malheureusement lié à la qualité de la vie...,8,2,9.1
75005,PARIS 5E ARRONDISSEMENT,NA,marc75,9,7,9,10,3,2,8,10,3,"grands jardins - sans wifi - ; squares - avec -; quartier étudiant, pubs; la seine; rues piétonnes ;","pour moi:pas de population entre 25 et 55 ans (du au coût du loyer)
insuffisance des emplacements -se garer - pour vélos et scooters depuis 5 ans;
rues piétonnes en fait usées que par les touristes
le 5 ième arrt, ne vous en étonnez donc pas, est un désert culturel",5,28,6.8
75005,PARIS 5E ARRONDISSEMENT,NA,Clé à molette,8,10,9,9,6,7,7,9,9,"L'un des derniers arrondissement de Paris qui ressemble encore à un village, mais pour combien de temps car cela devient une véritable vitrine à touristes comme le reste de Paris...","...car cela devient une véritable vitrine à touristes comme le reste de Paris.
Le prix de l'immobilier explose !!",11,1,8.2
75005,PARIS 5E ARRONDISSEMENT,NA,hanabbi,7,7,9,9,8,9,10,10,10,"genial
delinquance zero
nombreux petits commerces
ecoles tres reputees",prix de l immobilier,12,4,8.8
75005,PARIS 5E ARRONDISSEMENT,NA,Herve75,7,8,8,8,7,7,8,9,9,"Quartier historique de Paris, jolies rues et superbes monuments",Loyer cher,16,0,7.9
75006,PARIS 6E ARRONDISSEMENT,NA,ruebonaparte,2,2,4,2,2,6,6,5,4,"La beauté immuable des façades et la permanence de sa géographie offrent un dernier ancrage poétique à ce qui fut, autrefois, le cœur battant de la vie de l'esprit à Paris.","Une rupture tragique avec l'identité du lieu. L'âme de Saint-Germain-des-Prés a été sacrifiée sur l'autel du capitalisme esthétique et de l'immédiateté numérique. Ce quartier, autrefois refuge des penseurs, des débats et de la création littéraire, a perdu sa singularité pour devenir un décor interchangeable à l'usage des touristes et des dérives des réseaux sociaux. Entre les enseignes de fast fashion et des restaurants hors de prix proposant une nourriture insipide et décongelée, l'arrondissement souffre d'un vide culturel et humain alarmant sous un vernis pseudo-riche et conformiste.",1,0,3.7
75006,PARIS 6E ARRONDISSEMENT,NA,josephinembr,7,8,7,8,3,10,8,8,8,"Quel bonheur d'habiter dans le 6e... Commerces à foison (pour tous les budgets,  oui oui!),  la rue princesse pour sortir le soir ne m'a jamais déçu,  arrondissement propre comparé au reste de Paris,  très peu de nuisances sonores ; cinémas,  restaurants,  théâtres un peu partout,  et pour les transports la 4 m'a toujours amplement suffit. Surtout,  on s'y sent en sécurité. Etant une jeune femme et ayant vécu seule longtemps,  je n'ai jamais été suivie ou embêtée.","Autant de confort se mérite : les loyers y sont chers,  tout comme les besoins du quotidien (y faire ses courses c'est dépenser la moitié d'un salaire)
Manque cruel de salles de sports ou autres activités sportives.
Stationnement parfois inexistant dans de nombreuses rues.",12,5,7.4
75006,PARIS 6E ARRONDISSEMENT,NA,St Germette,8,9,9,10,8,10,10,10,9,"Jardin du Luxembourg qui est le poumon vert du 6e.
Des restaurants de qualité,  de petites boutiques indépendantes comme de grandes enseignes de luxe. On s'y sent comme dans un village,  en sécurité,  avec des commerçants qui vous saluent. Tout est beau,  l'architecture une pépite et les quais de Seine à 5 min à pied. Un vrai bonheur.
Le prix au m2 un peu plus élevé qu'ailleurs vaut largement le bien être ressenti en habitant ce quartier.","Tous ces hommes qui font leurs besoins dans les charmantes ruelles de st germain des prés,  odeurs immondes en été…
Hallucinant surtout lorsque l'on voit le nombre de cafés ouverts jusque tard.",15,6,9.2
75006,PARIS 6E ARRONDISSEMENT,NA,angiechn,6,9,9,9,6,7,8,9,8,"Arrondissement très vivant. Beaucoup de commerces.
Quartiers calmes et quartiers actifs selon les envies de chacun.
On se sent plutôt en sécurité.
Le parc du Luxembourg est magnifique et très agréable.","Manque de verdure,  on aimerait voir plus de rues boisées
Pas mal d'embouteillages (bon … c'est propre à Paris).
Mais manque de voie taxi / vélo pour désengorger.
Tarifs relativement élevés.",4,6,7.9
75006,PARIS 6E ARRONDISSEMENT,NA,dddl,7,8,10,10,9,10,10,9,9,"Mon arrondissement préféré,  le sixième est un quartier calme et le seul quartier avec 0 délinquance.
Les immeubles y sont magnifiques,  notamment le quartier saint germain- odéon.
Au cœur du sixième se trouve le jardin du Luxembourg et c'est assez agréable d'avoir un peu de verdure pas très loin pour se promener le week-end.
Le sixième comprend de nombreux bars,  restaurants,  cafés et terrasses. Il comprend également beaucoup de librairies et de musées (comme le musée du Luxembourg).
Depuis le confinement,  beaucoup de pistes cyclables ont été installées,  c'est très pratique pour prendre le vélib mais c'est un peu moins agréable pour les conducteurs de voitures.","LE PRIX! Les loyers sont encore pires que dans les autres arrondissements de Paris,  le quartier Saint-Germain - Odéon est le plus cher de Paris.
Il y a beaucoup trop de touristes durant l'été! Depuis le coronavirus il y en a beaucoup moins et c'est très agréable.",10,6,9.1
